Condiment wholesaling,3609
"Condom, natural rubber, manufacturing",1920
Confectionery manufacturing,1182
Confectionery retailing,4129
Confectionery wholesaling,3609
"Confections, frozen manufacturing",1132
Conservation (including wildlife) association operation,9559
Conservation park operation,8922
Conservative dental service,8531
"Conservatory, prefabricated wood, manufacturing",1491
Construction consulting service,6923
Construction machinery and equipment repair and maintenance,9429
Construction machinery hiring with operator (except earthmoving equipment),3292
Construction machinery or equipment wholesaling,3411
Construction machinery rental (without operator),6631
Construction material crushing or screening,919
Consulate operation (domestic government),7551
Consulate operation (foreign government),7552
Consumer credit reporting service,7293
Consumer protection service,7720
Consumers' association operation,9559
Contact lens dispensing,8532
Contact lens manufacturing,2411
Container terminal operation (road and rail),5299
Container terminal operation (water transport),5212
Container wholesaling (except of paper or paper board),3739
"Container, glass, manufacturing",2010
"Container, wooden, manufacturing",1499
"Contraceptive, medicinal, manufacturing (except rubber contraceptives)",1841
Contract labour service,7212
Contract packing or filling,7320
"Control equipment, electrical, manufacturing",2419
Controlled atmosphere store operation,5309
Controlled release fertiliser preparation manufacturing,1831
Convenience store operation,4110
Convent operation (except schools),9540
Conveyancing service,6931
"Conveyor belt, natural rubber, manufacturing",1920
"Conveyor belt, plastic or composite, manufacturing",1919
Conveyor or conveying system manufacturing,2491
Cooking oil or fat wholesaling,3609
Cooking utensil retailing (except electric),4213
Cooking utensil wholesaling (except electric appliances),3733
"Cooking utensil, electric, retailing",4221
Cool room storage service,5309
"Cooler and ice chest, polymeric foam, manufacturing",1913
Cooling system and/or radiator repair (automotive),9419
Coolroom refrigeration plant manufacturing,2452
Coolroom refrigerator installation,3233
Co-operative housing society management service (on a commission or fee basis),6419
Co-operative housing society operation (except co-operative housing society management services on a commission or fee basis),6230
Copper or copper alloy wholesaling,3322
Copper ore leaching,803
Copper ore mining,803
Copper plating,2293
"Copper smelting, refining",2133
"Copper, silver, lead or zinc from scrap or waste material recovering",2133
Coppersmithing (except boiler making),2240
Cord manufacturing (except wire rope or tyre cord),1332
Cordage manufacturing,1332
Cordage wholesaling,3711
Cordial manufacturing,1211
"Cordial, aerated or carbonated, wholesaling",3609
"Core, plywood or veneer, manufacturing",1493
Corestock manufacturing,1494
Corn chip manufacturing,1191
Corned meat manufacturing (including canned),1113
Cornflour manufacturing,1161
"Cornice, plaster, manufacturing",2032
"Cornice, sheet metal, manufacturing",2240
Cornmeal manufacturing,1161
Corporate head office management,6961
Correctional centre operation,7714
Corrugated paperboard container manufacturing,1521
Corrugated paperboard manufacturing,1521
Cosmetic deodorant manufacturing,1852
Cosmetic retailing,4271
Cosmetic wholesaling,3720
Costume designing,9002
Costume hire,6639
Costume jewellery manufacturing,2591
Costume jewellery wholesaling,3732
Cotton ginning,521
Cotton growing,152
Cotton seed oil manufacturing,1150
Cotton sewing thread manufacturing,1312
Cotton textile furnishing manufacturing,1333
"Coupling, metal, manufacturing",2299
Crab fishing or potting,411
Craft goods retailing,4279
Cranberry growing,133
Crane hiring with operator,3292
Crane manufacturing,2491
"Crate, wooden, wholesaling",3739
Crating service,7320
Crawler tractor manufacturing,2462
Cream wholesaling,3603
"Cream, canned, manufacturing",1133
"Cream, pasteurised, manufacturing (except canned)",1131
Creative arts service,9002
Credit bureau or agency operation,7293
Credit card administration service,6419
Credit card issuing operation,6230
Credit investigation service,7293
Credit rating service,7293
Credit union operation,6223
Crematorium operation,9520
Cresol formaldehyde manufacturing,1821
Cricket club operation,9112
Cricket coaching,8211
Cricket ground operation,9113
Cricket set manufacturing,2592
Crisis care accommodation operation,8609
Crisp manufacturing,1191
Crocheted fabric manufacturing,1340
Crockery manufacturing,2029
Crockery retailing,4213
Crockery wholesaling,3733
Crocodile farming,199
Crocodile hunting,420
Crop harvesting,529
Croquette manufacturing n.e.c.,1113
"Crown seal, metal, manufacturing",2240
"Crucible, refractory, manufacturing",2029
Crude oil wholesaling,3321
Crude petroleum wholesaling,3321
Crumpet manufacturing (factory based),1172
Crushed grain manufacturing (including mixed; for fodder),1192
Crushing machinery manufacturing (food processing),2469
Crushing machinery manufacturing n.e.c.,2462
Crustacean or mollusc breeding or farming (pond or tank),203
"Crustacean wholesaling (including processed, except canned)",3604
"Crustacean, processed, manufacturing (including cooked and/or frozen) n.e.c.",1120
Crystal glass manufacturing,2010
Crystallised or glace fruit manufacturing,1182
Cucumber growing (under cover),122
Culling of wild animals,420
Cultivated mushroom growing,121
Cultured marble surfacing product manufacturing,1912
"Cup, polymeric foam, manufacturing",1913
"Curriculum development, educational",8220
Currying hides,1320
Curtain and drapery cleaning service,9531
Curtain installation,3239
Curtain manufacturing,1333
Curtain retailing,4214
"Curtain wall, aluminium, manufacturing",2223
"Curtain wall, metal, manufacturing (except aluminium)",2229
Cushion manufacturing (except rubber),1333
Custard apple growing,139
Custard powder manufacturing,1162
Custom agency service,5291
Custom clearance service,5291
Custom knitting of pullovers or cardigans,1340
Customised express pick-up and delivery service,5102
Custom-made jewellery manufacturing,2591
Cut flower retailing,4274
Cutlery manufacturing (except of solid silver or gold),2299
Cutlery retailing,4213
Cutlery wholesaling,3733
Dairy cattle agistment service,142
Dairy cattle farming,160
Dairy cattle leasing (for sharemilking purposes),6620
Dairy cattle replacement farming,142
Dairy goat farming,199
Dairy herd testing,529
Dairy product manufacturing n.e.c.,1133
Dairy product wholesaling,3603
Dam construction,3109
Dam operation (water supply),2811
Dance and ballet company operation,9001
Dance and ballet school operation,8212
"Danish seining, fishing",414
Dart club operation,9112
Data capture imaging service,5921
Data entry service (electronic),5921
Data processing computer service,5921
"Data transmission equipment (bridges, gateways, routers e.t.c.) manufacturing",2422
Day hospital,8401
Debt collection service,7293
Decorative plaster fixing,3241
Deer breeding,180
Deer farming for venison,180
Deer hunting,420
Deer velvet production,180
Dehydrated lucerne manufacturing,1192
Demolition of buildings or other structures,3212
Dendritic polymer (dendrimer) manufacturing,1821
Dental amalgam manufacturing,2412
Dental chair manufacturing (fitted with mechanical device),2412
Dental equipment repair and maintenance,9422
Dental hospital (out-patient),8531
Dental hygiene service,8539
Dental instrument or equipment manufacturing,2412
Dental instrument or equipment wholesaling,3491
Dental insurance provision,6321
Dental plaster or cement manufacturing,2412
Dental practice service,8531
Dental practitioner service,8531
Dental surgery service,8531
Dentists' association operation,9551
Denture cleaner manufacturing,1851
Denture manufacturing,2412
Deodorised vegetable oil manufacturing,1150
Department store operation,4260
Depilatory manufacturing,1852
Depository financial intermediation n.e.c.,6229
Dermatology service,8512
Derrick manufacturing,2491
Desalination plant operation,2811
Desktop publishing (document preparation service),7292
"Dessert mix, liquid, manufacturing",1199
"Dessert, dried prepared, manufacturing",1162
Detective agency service,7712
Detention centre operation,7714
Detergent manufacturing,1851
"Detergent, industrial, wholesaling",3323
Detonator manufacturing (cap or fuse),1892
Deuterium gas manufacturing,1811
Developing and printing motion picture film,5514
Development bank operation,6221
Dextrin manufacturing,1161
Dextrose manufacturing (except prepared),1161
Diagnostic imaging equipment repair and maintenance,9422
Diagnostic imaging service,8520
Diagnostic substance manufacturing,1841
Diamond cutting,2591
Diamond mining,990
Diamond powder manufacturing,2090
"Diaphragm, natural rubber, manufacturing",1920
Diary publishing (except internet),5419
Diatomite mining,990
"Die casting, non-ferrous metal, manufacturing n.e.c.",2141
"Die, metalworking, manufacturing (hand or machine tool)",2463
"Die-casting, steel, manufacturing",2121
Diesel engine manufacturing n.e.c.,2499
Diesel oil retailing,4000
Diesel oil wholesaling,3321
Dietician service,8539
Digital photograph processing,9532
Digital printing,1611
Digital versatile disc (DVD) player retailing,4221
Digital versatile disc (DVD) players wholesaling,3494
Digital versatile disc (DVD) retailing,4242
"Digital video disc (DVD), pre-recorded, reproduction",1620
Dimension stone quarrying,919
Dinghy manufacturing,2392
Dingo hunting or trapping,420
"Dining room furniture, wooden, manufacturing",2511
"Dinnerware, plastic, manufacturing",1912
Diocesan registry operation,9540
"Direct casting, iron, manufacturing",2121
"Direct casting, steel, manufacturing",2121
Direct mail advertising service,6940
Direct mail retailing,4310
Direct reduction iron (DRI) manufacturing,2110
Direct selling of books,4310
Direct selling of cosmetics,4310
Direct selling of goods n.e.c.,4310
Directional drilling and redrilling,1090
Directory publishing (except internet),5414
Disabilities assistance service,8790
"Disassembled furniture, metal, manufacturing",2512
"Disassembled furniture, wooden, manufacturing",2511
"Disassembled kitchen furniture, wooden, manufacturing",2511
Disease research (including cancer and heart disease) fundraising,9559
"Dishwasher, domestic, manufacturing",2441
Dishwashing detergent manufacturing,1851
Disinfectant manufacturing,1851
Disk and diskette conversion and recertification service,5921
Display foliage growing (outdoors),115
Display foliage growing (under cover),114
Display foliage retailing,4274
"Display model, plaster, manufacturing",2032
Display or notice board wholesaling,3499
Disposable paper nappy (cellulose-based) manufacturing,1524
Disposals retailing,4273
Distillate retailing,4000
Distillate wholesaling,3321
Distilling equipment wholesaling,3419
"Distilling equipment, beverage, manufacturing",2469
"Distribution box or board, electricity, manufacturing",2439
"Distribution line, electricity or communication, construction",3109
District school operation (combined primary/secondary school),8023
Diving instruction,8211
DIY equipment rental,6639
Document editing or proofreading service,7292
Dog and cat biscuit manufacturing,1192
Dog breeding,199
Dog race course or track operation,9121
Doll retailing,4243
Domestic appliance manufacturing n.e.c.,2449
Domestic glassware manufacturing,2010
Don't Know,9940
"Door handle, metal, manufacturing",2299
"Door or door frame, aluminium, manufacturing",2223
"Door or door frame, metal, manufacturing (except aluminium)",2229
Door or window wholesaling,3339
"Door, fire resistant, manufacturing",2229
Doughnut manufacturing (factory based),1172
"Dowel pin, metal, manufacturing",2292
Downpipe or guttering wholesaling,3332
"Downpipe, aluminium, manufacturing",2223
"Dozer, angle dozer, bulldozer manufacturing",2462
"Drafting service, architectural",6921
"Drafting service, engineering",6923
Drain construction or repairing (except sewerage or stormwater drainage systems),3231
Draughting instrument wholesaling,3491
Drawing ink manufacturing,1916
Dredging (harbours or rivers),3109
Dressed timber or moulding manufacturing,1413
Dressmaking requisites retailing,4214
Dried flower retailing,4274
"Dried ice cream, soft serve or milk shake mix manufacturing",1133
"Drill, portable electric, manufacturing",2463
Drilling bit manufacturing (except twist drills),2299
Drilling machinery manufacturing n.e.c.,2462
"Drilling machinery, woodworking or metalworking, manufacturing",2463
Drinking chocolate manufacturing,1182
"Drinking fountain, plastic, manufacturing",1912
Drinking glass manufacturing,2010
Drive-in theatre operation,5513
Driving school operation,8219
Drug manufacturing (except veterinary),1841
Drug retailing,4271
Drug wholesaling,3720
"Drum, metal, manufacturing",2239
Dry cell battery manufacturing,2439
Dry cell battery retailing,4229
Dry cleaning compound manufacturing,1899
Dry ice manufacturing,1811
Dry mix concrete manufacturing,2033
Dry-cleaning agency operation,9531
Dry-cleaning machinery manufacturing,2469
Dry-cleaning machinery or equipment wholesaling,3419
Dry-cleaning preparation wholesaling,3323
Dry-cleaning service,9531
Drydock operation,2391
Duck farming,171
Duct cleaning,7311
"Duct work, air conditioning, manufacturing",2240
"Duct, sheet metal, manufacturing",2240
"Dummy, natural rubber, manufacturing",1920
Duplex house construction,3019
Duty free store operation,4279
Dyestuff wholesaling,3323
Dynamite manufacturing,1892
Dynamo manufacturing n.e.c.,2439
"Ear, nose and throat hospital",8401
"Ear, nose and throat specialist service",8512
Earphone manufacturing,2429
"Earth, soil or filling quarrying",919
Earthenware construction good wholesaling,3339
"Earthenware, table or kitchen, manufacturing",2029
Earthmoving,3212
Earthmoving machinery manufacturing,2462
Earthmoving machinery wholesaling,3411
Earthmoving plant and equipment hiring with operator,3212
Economic research service,6910
"Edible oil or fat, blended, manufacturing",1150
Educational support services n.e.c.,8220
Efficiency advisory service,6962
Egg and egg product wholesaling,3609
Egg farm operation,172
Egg pulping or drying,1199
Elasticised fabrics wholesaling,3711
Electric and electronic appliance rental,6639
Electric fitting dealing (wholesaling) n.e.c.,3494
Electric light fittings retailing,4229
Electric light installation,3232
Electric motor manufacturing n.e.c.,2439
"Electric motor repair and maintenance, including armature rewinding (except factory based)",9429
Electric motor rewinding,2439
Electric toothbrush manufacturing,2449
Electric wiring installation,3232
Electrical distribution equipment wholesaling,3494
Electrical engineering consulting service,6923
Electrical equipment or machinery manufacturing n.e.c.,2439
Electrical generating and transmission equipment repair and maintenance,9429
Electrical goods retailing n.e.c.,4229
Electrical goods wholesaling n.e.c.,3494
"Electrical installation work (e.g. switchboards, circuit breakers, e.t.c.)",3232
"Electrical insulation box, polymer, manufacturing",1912
"Electrical machinery, heavy, installation (on-site assembly)",3109
Electrical measuring instrument repair and maintenance,9422
Electrical measuring or testing instrument wholesaling,3494
Electrical repair (automotive),9411
Electricity and electric signal testing equipment manufacturing,2419
Electricity distribution,2630
Electricity generation n.e.c.,2619
Electricity generation using coal or coal derived products,2611
Electricity generation using mineral gas including coal gas,2611
Electricity generation using mineral oil or mineral oil derived products,2611
Electricity generation using other mineral fuels,2611
Electricity market operation,2640
Electricity power plant construction (except buildings),3109
Electricity retailing,2640
Electricity sub-station operation,2620
Electricity transmission,2620
Electricity wholesaling,2640
Electro won copper production,803
Electrolysis service,9511
Electrolytic aluminium manufacturing,2132
Electrolytic copper manufacturing,2133
Electrolytic zinc manufacturing,2133
Electromedical equipment manufacturing,2412
Electronic beeper retailing,4221
Electronic circuit component manufacturing,2429
Electronic data processing service,5921
Electronic engineering consulting service,6923
Electronic good wholesaling n.e.c.,3494
Electronic goods retailing n.e.c.,4229
Electronic information storage and retrieval service (except library service),5922
"Element, electrical, manufacturing",2432
Elevated highway construction,3101
Elevator manufacturing,2491
"Elevator, escalator or lift installation",3239
Eluvial gold mining,804
Embalming compound manufacturing (formaldehyde and additives),1899
Embalming service,9520
Embassy operation (domestic government),7551
Embassy operation (foreign government),7552
Embossing hides and skins,1320
Embroidered apparel manufacturing,1334
Embroidered fabric manufacturing,1334
Emergency service (other than defence and police),7713
Employees' association operation,9552
Employers' association operation,9551
Employment agency operation,7211
Employment recruitment service,7211
Employment registry operation,7211
Emu farming,199
Emulsifier manufacturing,1851
"Emulsion, bituminous, manufacturing",1709
Enamel manufacturing,1916
Enamelling of metal,2293
Enamelware retailing,4213
Enamelware wholesaling,3733
Encyclopaedia publishing (except internet),5413
Endodontic service,8531
Energy drink manufacturing,1211
Engine oil retailing,4000
Engine repair (except automotive),9429
"Engine repair or reconditioning (automotive, except factory reconditioning)",9419
"Engine, internal combustion, manufacturing n.e.c.",2499
Engineering consulting service n.e.c.,6923
Engineering surveying service,6922
Engineers' association operation (except trade union),9551
English muffin manufacturing (factory based),1171
Engraving on metal (except process or photographic),2293
Enquiry agency service,7712
Entertainment centre operation,9003
Environmental consulting service,6962
Equestrian equipment retailing,4241
Escalator or escalator parts manufacturing,2491
Escort service (prostitution),9534
Ethane gas manufacturing,1811
Ethanol manufacturing,1812
Ether manufacturing,1812
Ethyl cellulose manufacturing,1829
Ethylene gas manufacturing,1811
Ethylene glycol manufacturing,1812
Eucalyptus oil distilling,1899
Evaporated milk manufacturing,1133
Event management service,7299
Excavation,3212
Excavation machinery wholesaling,3411
Executive placement service,7211
Executor service,6419
Exhaust system or muffler repair (automotive),9419
Expanded non-metallic mineral manufacturing,2090
"Expansion bolt, metal, manufacturing",2292
Explosive fuse manufacturing,1892
Explosive powered tool manufacturing (except for construction work),2463
Explosive wholesaling (except ammunition),3323
Explosives laying,3212
"Export agent, wholesaler",3800
Export documentation preparation service,5291
Exterior cement-based cladding manufacturing,2031
Exterminating service (except agricultural and forestry),7312
Extraction and/or distillation of wood and gum,1812
Extraction of essential oils,1899
Eye hospital,8401
Eye shadow manufacturing,1852
Eye testing (optometrist),8532
"Eyelet, metal, manufacturing",2240
"Fabric, textile, retailing",4214
"Fabric, textile, wholesaling",3711
"Fabric, woven, manufacturing (elastic or elastomeric)",1313
"Fabric, woven, manufacturing (predominantly of synthetic fibre)",1313
Fabricated metal product manufacturing n.e.c.,2299
Fabricated structural steel manufacturing (ready-made parts for structures),2221
Face cream and lotion manufacturing,1852
Facial tissue manufacturing,1524
Facsimile (fax) machine repair and maintenance,9422
Facsimile (fax) machine wholesaling,3493
Factory reconditioning of changeover motors,2319
Factory renting or leasing,6712
Family day care service,8710
"Fan, domestic electric, manufacturing",2449
"Fan, electric, retailing",4221
"Fan, electric, wholesaling",3494
"Fan, industrial, manufacturing",2499
Farm animal leasing,6620
Farm irrigation service,529
Farm produce wholesaling n.e.c.,3319
"Farm storage tank, metal, manufacturing",2231
Farmers' association operation,9551
"Fascia, aluminium, manufacturing",2223
"Fascia, metal, manufacturing (except aluminium)",2229
Fashion design service,6924
Fauna reserve operation (fauna not actively managed),8922
Feed wholesaling,3319
Feijoa growing,139
"Feldspar, ground, manufacturing",2090
Fellmongery operation,1320
Felspar quarrying,990
Felt manufacturing,1334
Felt wholesaling (except floor coverings),3711
Fence construction,3291
"Fence dropper, wire, manufacturing",2291
"Fence post or dropper, rolled steel, manufacturing",2291
Fence post wholesaling (except timber),3339
Fencing wire wholesaling,3339
"Ferro-alloy manufacturing (including, manganese, silicon or chrome)",2110
"Ferry operation, including vehicular",4820
Fertiliser manufacturing n.e.c.,1831
Fertiliser retailing,4232
Fertiliser spreading (including aerial),529
Fertiliser wholesaling,3323
Festival operation (exhibition of motion pictures),5513
Fibre cement exterior wall manufacturing,2031
Fibreboard manufacturing,1494
Fibreglass fabric manufacturing,1313
Fibreglass furniture manufacturing,2519
Fibrous plaster fixing or finishing,3241
Fibrous plaster product manufacturing,2032
Field pea or field bean growing,149
Fig growing,139
"Filing cabinet, metal, manufacturing",2512
Filler and putty manufacturing (including spray forms),1916
Film archive operation,6010
Film developing and printing (except motion picture),9532
Film distribution,5512
Film or tape closed captioning,5514
Film or video transfer service,5514
"Film, plastic, manufacturing",1911
Filter manufacturing (food processing machinery),2469
"Filter, internal combustion engine, manufacturing",2499
Finance consultant service,6419
Financial and economic management except banking (central government),7510
Financial and economic management except banking (local government),7530
Financial and economic management except banking (state government),7520
Financial asset broking service (on a commission or transaction fee basis),6411
Financial asset investment consultant service,6419
Financial regulatory service,6210
Finfish farming (caged),202
Finfish trawling,414
Finger-jointing manufacturing,1492
Finishing hides and skins,1320
Fire alarm apparatus manufacturing,2429
Fire alarm system installation,3234
Fire brigade service,7713
"Fire escape, prefabricated metal, manufacturing (except aluminium)",2229
Fire fighting service,7713
Fire insurance provision,6322
Fire prevention service,7713
"Fire protection equipment, wholesaling",3499
Fire sprinkler installation,3234
Fire sprinkler manufacturing,2299
Firearm manufacturing,2299
Firetruck converting,2312
Firewood cutting (forest),302
Firewood retailing,4279
Firewood wholesaling,3739
Firework retailing,4279
Fireworks manufacturing,1892
First aid equipment manufacturing,2412
Fish breeding or farming (pond or tank),203
Fish cleaning or filleting,1120
Fish fillet manufacturing,1120
Fish hatchery operation,203
Fish loaf or cake manufacturing,1120
Fish net manufacturing,1332
Fish or other marine animal oil or meal manufacturing,1150
Fish paste manufacturing,1120
Fish pate manufacturing,1120
Fish wholesaling,3604
"Fish, canned, manufacturing",1120
"Fish, dried or smoked, manufacturing",1120
"Fish, fresh, retailing",4121
Fishing support service,529
Fishing tackle manufacturing,2592
Fishing tackle retailing,4241
Fishmeal fertiliser manufacturing,1831
Fitness centre operation,9111
Fitness equipment retailing,4241
"Fittings, electric light, manufacturing (except automotive)",2432
"Fittings, steam, gas or water, forged iron or steel, manufacturing",2210
"Fittings, steam, gas or water, manufacturing (ferrous metal; except cast or forged)",2122
"Fittings, steam, gas or water, manufacturing (non-ferrous metal)",2299
"Flag or banner, manufacturing",1333
Flashlight bulb manufacturing,2432
Flat construction,3019
Flat glass manufacturing,2010
"Flat-rolled product, iron or steel, manufacturing",2110
Flats (except holiday flats) renting or leasing,6711
Flavoured milk manufacturing,1133
Flavoured water pack manufacturing (for freezing into flavoured ice),1199
Flax seed growing,159
Flint quarrying,990
Flood control system construction,3109
Floor covering laying n.e.c.,3243
"Floor covering or underlay, resilient natural rubber, manufacturing",1920
Floor covering wholesaling (except ceramic floor tiles),3731
"Floor covering, resilient polymer, manufacturing",1919
"Floor covering, textile, manufacturing n.e.c.",1331
Floor coverings retailing (except ceramic floor tiles),4212
Floor mop manufacturing,2599
"Floor or wall tile, concrete, manufacturing",2034
Floor polisher wholesaling,3494
"Floor polisher, electric, retailing",4221
Floor rug retailing,4212
"Floor rug, textile, manufacturing",1331
Floor sanding,3243
"Floor tile retailing (lino, vinyl, cork, carpet or rubber)",4212
"Floor tiling (using ceramic, concrete or cut stone tiles)",3243
"Flooring material magnesite, manufacturing",2090
Flora reserve operation,8922
"Florist, retail, operation",4274
Flour milling machinery manufacturing,2469
Flower growing (outdoors),115
Flower growing (under cover),114
"Flower pot, ceramic, manufacturing",2029
"Flower pot, concrete, manufacturing",2034
"Flower, cut, wholesaling",3319
Fluoride manufacturing,1813
Fluorspar mining,990
Flux manufacturing (welding and soldering),1899
"Fly screen door, aluminium, manufacturing",2223
"Fly screen door, metal, manufacturing (except aluminium)",2229
Flying doctor service,8511
Flying school operation,8219
Flyspray manufacturing,1832
Flywire screen installation,3239
Fodder growing,159
"Fodder, prepared, manufacturing",1192
"Foil, aluminium, manufacturing",2142
"Foil, non-ferrous metal, manufacturing (except aluminium)",2149
Food and drink can manufacturing,2239
"Food container, plastic, manufacturing (including microwave safe)",1912
"Food container, polymeric foam, manufacturing",1913
Food dressing manufacturing,1199
Food flavouring manufacturing,1199
Food machinery and equipment (industrial) repair and maintenance,9429
Food manufacturing n.e.c.,1199
Food packing machinery manufacturing,2469
Food processing machinery or equipment wholesaling,3419
"Food processing machinery, commercial, manufacturing",2469
Food research service,6910
"Food waste disposal unit, domestic, manufacturing",2441
"Food wrapping, plastic, manufacturing",1911
Football club operation,9112
Football field or stadium operation,9113
Football instruction,8211
Football pool operation,9202
Footwear (including boot and shoe) repair,9491
Footwear component manufacturing,1352
Footwear manufacturing (including safety or protective footwear),1352
Footwear retailing,4252
Footwear wholesaling,3712
Forage sorghum growing,159
Forensic science service (except pathology service),6925
Forest conservation service,510
Forest fire fighting service,7713
Forest nursery operation or service,510
Forest pest control service (except aerial or wild animal control),510
Forest planting,510
Forest product gathering,301
Forestry growing operation,301
Forestry machinery and equipment repair and maintenance,9429
Forestry management consulting service,6962
Forging machinery manufacturing,2463
Forging machinery or equipment wholesaling,3419
"Forgings, iron or steel, manufacturing",2210
Forklift truck manufacturing,2491
Formaldehyde manufacturing,1812
Formulated pest control product manufacturing,1832
Fortified spirit manufacturing,1213
Fortified wine manufacturing,1214
Fortune telling service,9539
Foundation garment retailing,4251
"Foundry core, sand, manufacturing",2090
Foundry machinery and equipment repair and maintenance,9429
Foundry machinery manufacturing (except furnaces),2463
Foundry machinery or equipment wholesaling,3419
Four-wheeled motor cycle wholesaling,3503
Franchise agreement leasing,6640
Free store operation (storage of goods not under bond),5309
Free-to-air television service,5621
Freezer room construction,3233
"Freezer, domestic, manufacturing",2441
Freight brokerage service,5299
Freight ferry service,4810
Freshwater eel fishing,419
Freshwater fishing n.e.c.,419
Friendly society operation (investment type; in predominantly financial assets),6240
Front-end loader manufacturing,2462
Frozen dessert wholesaling,3603
Frozen meat wholesaling,3602
Frozen poultry manufacturing,1112
Fruit dehydrating or drying (except sun drying) manufacturing,1140
"Fruit drink, less than 100 percent pure juice, manufacturing",1211
"Fruit ice, frozen, manufacturing",1132
Fruit juice wholesaling,3609
"Fruit juice, 100 percent pure or concentrated, manufacturing",1140
Fruit loaf manufacturing (factory based),1171
Fruit or vegetable picking,529
"Fruit pulp, puree or spread manufacturing",1140
Fruit salad manufacturing,1140
Fruit tree nursery operation (outdoors),112
Fruit tree nursery operation (under cover),111
"Fruit, fresh, retailing",4122
"Fruit, fresh, wholesaling",3605
"Fruit, frozen, manufacturing",1140
"Fruit, preserved, manufacturing (including canned or bottled)",1140
Fuel briquette manufacturing (except charcoal),1709
Fuel gas distribution through mains system,2700
Fuel oil manufacturing,1701
Fuel oil wholesaling,3321
Fullers earth quarrying,919
"Fullers earth, ground, manufacturing",2090
Fumigating service (except crop fumigating),7312
Funeral benefit provision,6321
Funeral directing,9520
Fungicide manufacturing,1832
"Funnel, sheet metal, manufacturing",2240
Fur clothing retailing,4251
Fur rug manufacturing,1320
Fur skin animal (including possum and ferret) farming,199
Fur skin animal hunting or trapping,420
Fur skin dressing or dyeing,1320
"Fur, dyed or dressed, wholesaling",3739
Furnace construction (for industrial plants from prefabricated components),3109
"Furnace or furnace equipment, industrial, wholesaling (except electrical)",3499
"Furnace, electric, manufacturing (except space heaters)",2439
"Furnace, industrial, manufacturing (except electric furnaces or space heaters)",2499
"Furniture fittings, metal, manufacturing",2512
Furniture manufacturing n.e.c.,2519
Furniture part manufacturing n.e.c.,2519
"Furniture part, metal, manufacturing",2512
"Furniture part, wooden, manufacturing",2511
Furniture removal service,4610
Furniture rental,6639
Furniture repair,9499
Furniture retailing,4211
Furniture reupholstering,2511
Furniture storage service,5309
Furniture wholesaling,3731
"Furniture, metal, manufacturing",2512
"Furniture, plastic, manufacturing",1912
Fuse or cutout manufacturing,2439
Fuse wire manufacturing,2431
Galvanised iron product wholesaling,3339
Galvanised seamless or welded steel pipe or tube manufacturing,2122
Galvanising of client supplied materials,2293
Gambling activity n.e.c.,9209
"Game bird (e.g. pheasant, quail) slaughtering",1112
Game bird farming,171
"Game preserve, commercial, operation",420
Game retailing,4243
Gaol operation,7714
Garage construction,3011
"Garage door, aluminium, manufacturing",2223
"Garage door, metal, manufacturing (except aluminium)",2229
"Garage, prefabricated metal, manufacturing",2222
"Garage, prefabricated wood, manufacturing",1491
"Garbage bag, plastic, manufacturing",1911
"Garbage bin, plastic, manufacturing",1919
"Garbage can, metal, manufacturing",2239
Garbage collection service,2911
Garbage disposal service,2921
"Garden hose, natural rubber, manufacturing",1920
"Garden hose, plastic or composite, manufacturing",1919
Garden maintenance service,7313
Garden ornament retailing,4232
Garden supplies retailing n.e.c.,4232
Garden tool manufacturing (except power operated),2299
Garden tool retailing,4231
Garden tool wholesaling,3339
Gardening service,7313
Garlic growing (outdoors),123
Gas appliance retailing,4221
"Gas burner, industrial, manufacturing",2499
Gas compressor manufacturing (except refrigeration or air conditioning compressors),2451
Gas cylinder manufacturing,2231
Gas fitting wholesaling,3332
Gas generator or equipment wholesaling,3499
Gas heater wholesaling,3499
"Gas heating appliance, domestic, manufacturing",2449
Gas meter manufacturing,2419
Gas oil manufacturing,1701
Gas plumbing,3231
"Gas, industrial, wholesaling (except liquefied petroleum gas)",3323
"Gate, aluminium, manufacturing",2223
"Gate, metal, manufacturing (except aluminium or wire)",2229
"Gate, wire, manufacturing",2291
"Gazebo, prefabricated wood, manufacturing",1491
Gearbox manufacturing,2319
Gearbox repair (automotive),9419
Gelatine manufacturing,1199
Gelatine wholesaling,3323
Gelato manufacturing,1132
Gem cutting,2591
Gemstone mining,990
Gemstone wholesaling,3732
Genealogy service,9539
General automotive repair,9419
General hospital,8401
General insurance provision,6322
General line grocery wholesaling,3601
General medical practitioner service,8511
General practice medical clinic service,8511
Generator manufacturing (except wind powered),2439
"Generator, electricity, wholesaling",3494
"Generator, gas, manufacturing",2499
Geodetic surveying service,6922
Geology and geophysical testing service,6925
Geotechnical engineering consulting service,6923
Geothermal electricity generation,2619
"Ginger beer, non-alcoholic, manufacturing",1211
Ginger growing,159
Ginger product manufacturing (except confectionery),1199
"Girder, prefabricated steel, manufacturing",2221
Glass container wholesaling,3739
Glass fibre fabric wholesaling,3711
Glass or glass product manufacturing (except glass wool or glass wool products),2010
"Glass, sheet, manufacturing",2010
Glassware retailing,4213
Glassware wholesaling,3733
Glauconite mining,990
Glazing,3245
Glider manufacturing and repair (except hang glider),2394
Glider operation,5010
Global positioning system (GPS) equipment manufacturing,2419
Glove manufacturing (except rubber),1351
Glove retailing,4251
"Gloves, plastic, manufacturing",1919
Glucose manufacturing,1161
